model,layer,mode,logN,forward_time,backward_time,update_time,num_cores
lenet,Conv2D_1_6_5_5,HE,16,16.849824,20.635548,0.049655,2
lenet,Conv2D_1_6_5_5,Plain,-,0.000410,0.001066,0.000001,2
lenet,Activation_ReLU3,HE,16,0.327263,0.321829,0.000011,2
lenet,Activation_ReLU3,Plain,-,0.000043,0.000036,0.000001,2
lenet,Conv2D_6_16_5_5,HE,16,32.668542,125.895563,0.061711,2
lenet,Conv2D_6_16_5_5,Plain,-,0.004899,0.013472,0.000009,2
lenet,Activation_ReLU3,HE,16,0.379995,0.389276,0.000002,2
lenet,Activation_ReLU3,Plain,-,0.000072,0.000092,0.000000,2
lenet,Linear_256_120,HE,16,116.827653,348.062868,5.972312,2
lenet,Linear_256_120,Plain,-,0.000128,0.000164,0.000054,2
lenet,Activation_ReLU3,HE,16,0.298527,0.305061,0.000001,2
lenet,Activation_ReLU3,Plain,-,0.000005,0.000003,0.000000,2
lenet,Linear_120_84,HE,16,72.963360,186.716355,4.138969,2
lenet,Linear_120_84,Plain,-,0.000048,0.000050,0.000018,2
lenet,Activation_ReLU3,HE,16,0.299311,0.304098,0.000001,2
lenet,Activation_ReLU3,Plain,-,0.000001,0.000006,0.000000,2
lenet,Linear_84_10,HE,16,7.959253,52.431518,0.496560,2
lenet,Linear_84_10,Plain,-,0.000004,0.000015,0.000002,2
lenet,Conv2D_1_6_5_5,HE,16,15.787511,19.444040,0.048478,2
lenet,Conv2D_1_6_5_5,Plain,-,0.000441,0.001137,0.000001,2
lenet,Activation_ReLU3,HE,16,0.309625,0.323004,0.000001,2
lenet,Activation_ReLU3,Plain,-,0.000040,0.000032,0.000000,2
lenet,Conv2D_6_16_5_5,HE,16,30.667588,117.103562,0.045987,2
lenet,Conv2D_6_16_5_5,Plain,-,0.004197,0.012476,0.000005,2
lenet,Activation_ReLU3,HE,16,0.303174,0.311466,0.000001,2
lenet,Activation_ReLU3,Plain,-,0.000031,0.000036,0.000000,2
lenet,Linear_256_120,HE,16,109.969794,346.811253,5.992351,2
lenet,Linear_256_120,Plain,-,0.000072,0.000156,0.000053,2
lenet,Activation_ReLU3,HE,16,0.296789,0.305535,0.000001,2
lenet,Activation_ReLU3,Plain,-,0.000004,0.000001,0.000000,2
lenet,Linear_120_84,HE,16,71.448171,181.802206,4.123707,2
lenet,Linear_120_84,Plain,-,0.000065,0.000049,0.000018,2
lenet,Activation_ReLU3,HE,16,0.304256,0.306314,0.000001,2
lenet,Activation_ReLU3,Plain,-,0.000005,0.000001,0.000000,2
lenet,Linear_84_10,HE,16,8.578262,53.531897,0.491701,2
lenet,Linear_84_10,Plain,-,0.000005,0.000014,0.000002,2
audio1d,Conv2D_12_16_1_3,HE,16,6.488742,26.646554,0.048604,2
audio1d,Conv2D_12_16_1_3,Plain,-,0.000002,0.000002,0.000013,2
audio1d,Activation_ReLU3,HE,16,0.295688,0.302766,0.000001,2
audio1d,Activation_ReLU3,Plain,-,0.000052,0.000053,0.000000,2
audio1d,MaxPool1D_2,Plain,-,0.000030,0.000009,0.000001,2
audio1d,Conv2D_16_8_1_3,HE,16,7.710582,34.640974,0.045898,2
audio1d,Conv2D_16_8_1_3,Plain,-,0.000002,0.000001,0.000006,2
audio1d,Activation_ReLU3,HE,16,0.293129,0.308908,0.000001,2
audio1d,Activation_ReLU3,Plain,-,0.000066,0.000067,0.000000,2
audio1d,MaxPool1D_2,Plain,-,0.000035,0.000010,0.000001,2
audio1d,Flatten,HE,16,0.000001,0.000001,0.000000,2
audio1d,Flatten,Plain,-,0.000029,0.000020,0.000000,2
audio1d,Linear_2000_5,HE,16,5.962545,876.183072,0.268395,2
audio1d,Linear_2000_5,Plain,-,0.000024,0.000051,0.000068,2
audio1d,Activation_ReLU3,HE,16,0.293097,0.302122,0.000001,2
audio1d,Activation_ReLU3,Plain,-,0.000001,0.000001,0.000000,2
audio1d,Conv2D_12_16_1_3,HE,16,6.413349,26.368254,0.046277,2
audio1d,Conv2D_12_16_1_3,Plain,-,0.000002,0.000002,0.000020,2
audio1d,Activation_ReLU3,HE,16,0.292764,0.302155,0.000001,2
audio1d,Activation_ReLU3,Plain,-,0.000059,0.000050,0.000000,2
audio1d,MaxPool1D_2,Plain,-,0.000027,0.000008,0.000001,2
audio1d,Conv2D_16_8_1_3,HE,16,7.440932,35.675571,0.049579,2
audio1d,Conv2D_16_8_1_3,Plain,-,0.000003,0.000002,0.000024,2
audio1d,Activation_ReLU3,HE,16,0.295868,0.313600,0.000001,2
audio1d,Activation_ReLU3,Plain,-,0.000155,0.000149,0.000000,2
audio1d,MaxPool1D_2,Plain,-,0.000055,0.000042,0.000001,2
audio1d,Flatten,HE,16,0.000001,0.000000,0.000000,2
audio1d,Flatten,Plain,-,0.000069,0.000061,0.000000,2
audio1d,Linear_2000_5,HE,16,5.882309,838.218502,0.258734,2
audio1d,Linear_2000_5,Plain,-,0.000049,0.000052,0.000021,2
audio1d,Activation_ReLU3,HE,16,0.294206,0.305065,0.000001,2
audio1d,Activation_ReLU3,Plain,-,0.000001,0.000001,0.000000,2
bcwfc,Linear_64_32,HE,16,22.822926,68.028831,1.539119,2
bcwfc,Linear_64_32,Plain,-,0.000008,0.000013,0.000005,2
bcwfc,Activation_ReLU3,HE,16,0.298139,0.304530,0.000001,2
bcwfc,Activation_ReLU3,Plain,-,0.000001,0.000001,0.000000,2
bcwfc,Linear_32_16,HE,16,10.625062,29.371458,0.775691,2
bcwfc,Linear_32_16,Plain,-,0.000003,0.000029,0.000002,2
bcwfc,Activation_ReLU3,HE,16,0.293992,0.302716,0.000001,2
bcwfc,Activation_ReLU3,Plain,-,0.000002,0.000001,0.000000,2
bcwfc,Linear_16_10,HE,16,5.762941,15.665367,0.502301,2
bcwfc,Linear_16_10,Plain,-,0.000003,0.000027,0.000001,2
bcwfc,Linear_64_32,HE,16,24.291566,70.073642,1.623596,2
bcwfc,Linear_64_32,Plain,-,0.000008,0.000014,0.000006,2
bcwfc,Activation_ReLU3,HE,16,0.309274,0.322223,0.000001,2
bcwfc,Activation_ReLU3,Plain,-,0.000001,0.000001,0.000000,2
bcwfc,Linear_32_16,HE,16,10.802817,30.185746,0.848981,2
bcwfc,Linear_32_16,Plain,-,0.000003,0.000007,0.000001,2
bcwfc,Activation_ReLU3,HE,16,0.348891,0.344638,0.000001,2
bcwfc,Activation_ReLU3,Plain,-,0.000001,0.000001,0.000000,2
bcwfc,Linear_16_10,HE,16,6.566398,16.658373,0.513011,2
bcwfc,Linear_16_10,Plain,-,0.000003,0.000015,0.000001,2
mnistfc,Linear_784_128,HE,16,135.426891,824.508874,6.849139,2
mnistfc,Linear_784_128,Plain,-,0.000193,0.000490,0.000637,2
mnistfc,Activation_ReLU3,HE,16,0.299583,0.302507,0.000001,2
mnistfc,Activation_ReLU3,Plain,-,0.000001,0.000003,0.000000,2
mnistfc,Linear_128_32,HE,16,27.022482,115.734365,1.653878,2
mnistfc,Linear_128_32,Plain,-,0.000011,0.000025,0.000037,2
mnistfc,Activation_ReLU3,HE,16,0.315192,0.325436,0.000001,2
mnistfc,Activation_ReLU3,Plain,-,0.000002,0.000008,0.000000,2
mnistfc,Linear_32_10,HE,16,6.511866,26.007250,0.540122,2
mnistfc,Linear_32_10,Plain,-,0.000004,0.000006,0.000001,2
mnistfc,Linear_784_128,HE,16,139.295983,827.059573,6.440542,2
mnistfc,Linear_784_128,Plain,-,0.000185,0.000446,0.000582,2
mnistfc,Activation_ReLU3,HE,16,0.311154,0.326417,0.000001,2
mnistfc,Activation_ReLU3,Plain,-,0.000004,0.000004,0.000000,2
mnistfc,Linear_128_32,HE,16,27.381379,115.739551,1.554683,2
mnistfc,Linear_128_32,Plain,-,0.000013,0.000025,0.000008,2
mnistfc,Activation_ReLU3,HE,16,0.314202,0.328217,0.000001,2
mnistfc,Activation_ReLU3,Plain,-,0.000001,0.000005,0.000000,2
mnistfc,Linear_32_10,HE,16,6.800018,25.653089,0.483876,2
mnistfc,Linear_32_10,Plain,-,0.000003,0.000012,0.000001,2
