model,layer,mode,logN,forward_time,backward_time,update_time,num_cores
lenet,Conv2D_1_6_5_5,HE,13,2.326396,2.505818,0.006057,2
lenet,Conv2D_1_6_5_5,Plain,-,0.000471,0.001194,0.000002,2
lenet,Activation_ReLU3,HE,13,0.070128,0.070893,0.000011,2
lenet,Activation_ReLU3,Plain,-,0.000062,0.000043,0.000001,2
lenet,Conv2D_6_16_5_5,HE,13,4.426824,15.420505,0.006246,2
lenet,Conv2D_6_16_5_5,Plain,-,0.004756,0.013327,0.000007,2
lenet,Activation_ReLU3,HE,13,0.068794,0.048262,0.000001,2
lenet,Activation_ReLU3,Plain,-,0.000087,0.000080,0.000000,2
lenet,Linear_256_120,HE,13,15.489748,54.224619,0.754132,2
lenet,Linear_256_120,Plain,-,0.000137,0.000397,0.000306,2
lenet,Activation_ReLU3,HE,13,0.039430,0.040345,0.000007,2
lenet,Activation_ReLU3,Plain,-,0.000006,0.000006,0.000000,2
lenet,Linear_120_84,HE,13,9.766697,37.054595,0.500263,2
lenet,Linear_120_84,Plain,-,0.000027,0.000094,0.000078,2
lenet,Activation_ReLU3,HE,13,0.047971,0.039924,0.000001,2
lenet,Activation_ReLU3,Plain,-,0.000002,0.000009,0.000000,2
lenet,Linear_84_10,HE,13,18.855710,7.387312,0.060543,2
lenet,Linear_84_10,Plain,-,0.000006,0.000014,0.000002,2
lenet,Conv2D_1_6_5_5,HE,13,2.160911,2.590927,0.006107,2
lenet,Conv2D_1_6_5_5,Plain,-,0.000465,0.001215,0.000001,2
lenet,Activation_ReLU3,HE,13,0.044828,0.047804,0.000001,2
lenet,Activation_ReLU3,Plain,-,0.000038,0.000037,0.000000,2
lenet,Conv2D_6_16_5_5,HE,13,4.004637,14.485383,0.006097,2
lenet,Conv2D_6_16_5_5,Plain,-,0.004791,0.013253,0.000007,2
lenet,Activation_ReLU3,HE,13,0.041441,0.040470,0.000004,2
lenet,Activation_ReLU3,Plain,-,0.000145,0.000143,0.000000,2
lenet,Linear_256_120,HE,13,41.525128,55.446670,0.788364,2
lenet,Linear_256_120,Plain,-,0.000084,0.000248,0.000223,2
lenet,Activation_ReLU3,HE,13,0.039025,0.040141,0.000001,2
lenet,Activation_ReLU3,Plain,-,0.000009,0.000003,0.000000,2
lenet,Linear_120_84,HE,13,8.787690,24.030774,0.496769,2
lenet,Linear_120_84,Plain,-,0.000055,0.000083,0.000021,2
lenet,Activation_ReLU3,HE,13,0.040103,0.040054,0.000001,2
lenet,Activation_ReLU3,Plain,-,0.000002,0.000001,0.000000,2
lenet,Linear_84_10,HE,13,1.141397,6.719855,0.057953,2
lenet,Linear_84_10,Plain,-,0.000005,0.000013,0.000002,2
audio1d,Conv2D_12_16_1_3,HE,13,0.844420,3.233988,0.005451,2
audio1d,Conv2D_12_16_1_3,Plain,-,0.000002,0.000001,0.000010,2
audio1d,Activation_ReLU3,HE,13,0.036529,0.037749,0.000001,2
audio1d,Activation_ReLU3,Plain,-,0.000054,0.000054,0.000000,2
audio1d,MaxPool1D_2,Plain,-,0.000033,0.000009,0.000001,2
audio1d,Conv2D_16_8_1_3,HE,13,0.969982,4.294870,0.005451,2
audio1d,Conv2D_16_8_1_3,Plain,-,0.000002,0.000002,0.000005,2
audio1d,Activation_ReLU3,HE,13,0.036497,0.037718,0.000001,2
audio1d,Activation_ReLU3,Plain,-,0.000071,0.000072,0.000000,2
audio1d,MaxPool1D_2,Plain,-,0.000040,0.000011,0.000001,2
audio1d,Flatten,HE,13,0.000001,0.000001,0.000000,2
audio1d,Flatten,Plain,-,0.000031,0.000020,0.000000,2
audio1d,Linear_2000_5,HE,13,0.676975,140.304580,0.031215,2
audio1d,Linear_2000_5,Plain,-,0.000044,0.000088,0.000085,2
audio1d,Activation_ReLU3,HE,13,0.036635,0.037912,0.000001,2
audio1d,Activation_ReLU3,Plain,-,0.000001,0.000001,0.000000,2
audio1d,Conv2D_12_16_1_3,HE,13,0.842400,3.213763,0.068010,2
audio1d,Conv2D_12_16_1_3,Plain,-,0.000003,0.000003,0.000015,2
audio1d,Activation_ReLU3,HE,13,0.039460,0.041164,0.000001,2
audio1d,Activation_ReLU3,Plain,-,0.000054,0.000055,0.000000,2
audio1d,MaxPool1D_2,Plain,-,0.000031,0.000009,0.000001,2
audio1d,Conv2D_16_8_1_3,HE,13,0.963011,4.243118,0.005436,2
audio1d,Conv2D_16_8_1_3,Plain,-,0.000002,0.000001,0.000007,2
audio1d,Activation_ReLU3,HE,13,0.036433,0.037704,0.000001,2
audio1d,Activation_ReLU3,Plain,-,0.000071,0.000073,0.000000,2
audio1d,MaxPool1D_2,Plain,-,0.000040,0.000011,0.000001,2
audio1d,Flatten,HE,13,0.000001,0.000001,0.000000,2
audio1d,Flatten,Plain,-,0.000031,0.000020,0.000000,2
audio1d,Linear_2000_5,HE,13,0.688811,145.102535,0.083067,2
audio1d,Linear_2000_5,Plain,-,0.000060,0.000154,0.000035,2
audio1d,Activation_ReLU3,HE,13,0.039140,0.040215,0.000001,2
audio1d,Activation_ReLU3,Plain,-,0.000002,0.000001,0.000000,2
bcwfc,Linear_64_32,HE,13,3.078168,9.092280,0.190656,2
