model,layer,mode,logN,forward_time,backward_time,update_time,num_cores
lenet,Conv2D_1_6_5_5,HE,15,8.896734,10.872615,0.027719,2
lenet,Conv2D_1_6_5_5,Plain,-,0.000478,0.001257,0.000002,2
lenet,Activation_ReLU3,HE,15,0.216843,0.206642,0.000005,2
lenet,Activation_ReLU3,Plain,-,0.000053,0.000039,0.000001,2
lenet,Conv2D_6_16_5_5,HE,15,18.246032,60.335529,0.028908,2
lenet,Conv2D_6_16_5_5,Plain,-,0.004893,0.013266,0.000009,2
lenet,Activation_ReLU3,HE,15,0.248312,0.230493,0.000008,2
lenet,Activation_ReLU3,Plain,-,0.000095,0.000109,0.000000,2
lenet,Linear_256_120,HE,15,62.897614,202.919296,3.466528,2
lenet,Linear_256_120,Plain,-,0.000161,0.000295,0.000078,2
lenet,Activation_ReLU3,HE,15,0.180482,0.182467,0.000007,2
lenet,Activation_ReLU3,Plain,-,0.000016,0.000002,0.000000,2
lenet,Linear_120_84,HE,15,40.197251,112.091665,2.475954,2
lenet,Linear_120_84,Plain,-,0.000061,0.000099,0.000021,2
lenet,Activation_ReLU3,HE,15,0.185202,0.184264,0.000002,2
lenet,Activation_ReLU3,Plain,-,0.000002,0.000029,0.000000,2
lenet,Linear_84_10,HE,15,5.189487,31.976619,0.281031,2
lenet,Linear_84_10,Plain,-,0.000005,0.000013,0.000002,2
lenet,Conv2D_1_6_5_5,HE,15,9.580565,10.853740,0.025370,2
lenet,Conv2D_1_6_5_5,Plain,-,0.000471,0.001229,0.000002,2
lenet,Activation_ReLU3,HE,15,0.165961,0.173308,0.000002,2
lenet,Activation_ReLU3,Plain,-,0.000049,0.000038,0.000001,2
lenet,Conv2D_6_16_5_5,HE,15,17.098948,62.642995,0.026096,2
lenet,Conv2D_6_16_5_5,Plain,-,0.004822,0.013322,0.000007,2
lenet,Activation_ReLU3,HE,15,0.167143,0.172914,0.000001,2
lenet,Activation_ReLU3,Plain,-,0.000032,0.000039,0.000000,2
lenet,Linear_256_120,HE,15,61.812571,203.049864,3.467380,2
lenet,Linear_256_120,Plain,-,0.000159,0.000286,0.000062,2
lenet,Activation_ReLU3,HE,15,0.178676,0.182166,0.000002,2
lenet,Activation_ReLU3,Plain,-,0.000002,0.000003,0.000000,2
lenet,Linear_120_84,HE,15,41.104719,103.409819,2.448960,2
lenet,Linear_120_84,Plain,-,0.000026,0.000055,0.000073,2
lenet,Activation_ReLU3,HE,15,0.166818,0.169151,0.000001,2
lenet,Activation_ReLU3,Plain,-,0.000020,0.000001,0.000000,2
lenet,Linear_84_10,HE,15,4.548292,32.199357,0.265314,2
lenet,Linear_84_10,Plain,-,0.000005,0.000015,0.000003,2
audio1d,Conv2D_12_16_1_3,HE,15,3.769666,14.554713,0.024788,2
audio1d,Conv2D_12_16_1_3,Plain,-,0.000002,0.000002,0.000015,2
audio1d,Activation_ReLU3,HE,15,0.166548,0.171469,0.000002,2
audio1d,Activation_ReLU3,Plain,-,0.000064,0.000060,0.000000,2
audio1d,MaxPool1D_2,Plain,-,0.000031,0.000009,0.000001,2
audio1d,Conv2D_16_8_1_3,HE,15,4.359424,19.452269,0.025162,2
audio1d,Conv2D_16_8_1_3,Plain,-,0.000004,0.000002,0.000008,2
audio1d,Activation_ReLU3,HE,15,0.165748,0.169709,0.000002,2
audio1d,Activation_ReLU3,Plain,-,0.000073,0.000073,0.000000,2
audio1d,MaxPool1D_2,Plain,-,0.000041,0.000011,0.000001,2
audio1d,Flatten,HE,15,0.000002,0.000001,0.000000,2
audio1d,Flatten,Plain,-,0.000031,0.000021,0.000000,2
audio1d,Linear_2000_5,HE,15,3.015953,493.462619,0.144763,2
audio1d,Linear_2000_5,Plain,-,0.000026,0.000056,0.000089,2
audio1d,Activation_ReLU3,HE,15,0.166508,0.172038,0.000002,2
audio1d,Activation_ReLU3,Plain,-,0.000002,0.000001,0.000000,2
audio1d,Conv2D_12_16_1_3,HE,15,3.853338,14.097891,0.025687,2
audio1d,Conv2D_12_16_1_3,Plain,-,0.000003,0.000002,0.000020,2
audio1d,Activation_ReLU3,HE,15,0.168710,0.171632,0.000001,2
audio1d,Activation_ReLU3,Plain,-,0.000052,0.000053,0.000000,2
audio1d,MaxPool1D_2,Plain,-,0.000028,0.000008,0.000001,2
audio1d,Conv2D_16_8_1_3,HE,15,4.512493,19.913996,0.033410,2
audio1d,Conv2D_16_8_1_3,Plain,-,0.000005,0.000003,0.000010,2
audio1d,Activation_ReLU3,HE,15,0.173248,0.177118,0.000002,2
audio1d,Activation_ReLU3,Plain,-,0.000071,0.000084,0.000000,2
audio1d,MaxPool1D_2,Plain,-,0.000040,0.000011,0.000001,2
audio1d,Flatten,HE,15,0.000001,0.000001,0.000000,2
audio1d,Flatten,Plain,-,0.000032,0.000022,0.000000,2
audio1d,Linear_2000_5,HE,15,3.239919,484.215895,0.130509,2
audio1d,Linear_2000_5,Plain,-,0.000052,0.000083,0.000018,2
audio1d,Activation_ReLU3,HE,15,0.161896,0.207402,0.000002,2
audio1d,Activation_ReLU3,Plain,-,0.000002,0.000002,0.000000,2
bcwfc,Linear_64_32,HE,15,13.725945,38.602940,0.864077,2
bcwfc,Linear_64_32,Plain,-,0.000008,0.000014,0.000005,2
bcwfc,Activation_ReLU3,HE,15,0.167639,0.172530,0.000002,2
bcwfc,Activation_ReLU3,Plain,-,0.000002,0.000001,0.000000,2
bcwfc,Linear_32_16,HE,15,6.079660,17.196800,0.423843,2
bcwfc,Linear_32_16,Plain,-,0.000005,0.000011,0.000002,2
bcwfc,Activation_ReLU3,HE,15,0.165487,0.195986,0.000002,2
bcwfc,Activation_ReLU3,Plain,-,0.000002,0.000002,0.000000,2
bcwfc,Linear_16_10,HE,15,3.239562,9.370125,0.270742,2
bcwfc,Linear_16_10,Plain,-,0.000004,0.000010,0.000001,2
bcwfc,Linear_64_32,HE,15,13.615847,40.391005,0.850870,2
bcwfc,Linear_64_32,Plain,-,0.000009,0.000021,0.000004,2
bcwfc,Activation_ReLU3,HE,15,0.154592,0.157818,0.000006,2
bcwfc,Activation_ReLU3,Plain,-,0.000002,0.000001,0.000000,2
bcwfc,Linear_32_16,HE,15,6.274886,18.098685,0.412240,2
bcwfc,Linear_32_16,Plain,-,0.000004,0.000015,0.000003,2
bcwfc,Activation_ReLU3,HE,15,0.167735,0.168525,0.000001,2
bcwfc,Activation_ReLU3,Plain,-,0.000008,0.000002,0.000000,2
bcwfc,Linear_16_10,HE,15,3.208564,8.649668,0.241242,2
