model,layer,mode,logN,forward_time,backward_time,update_time,num_cores
lenet,Conv2D_1_6_5_5,HE,13,2.238965,2.412793,0.006062,4
lenet,Conv2D_1_6_5_5,Plain,-,0.000475,0.001211,0.000002,4
lenet,Activation_ReLU3,HE,13,0.039996,0.039968,0.000010,4
lenet,Activation_ReLU3,Plain,-,0.000047,0.000034,0.000001,4
lenet,Conv2D_6_16_5_5,HE,13,3.973070,14.184289,0.006308,4
lenet,Conv2D_6_16_5_5,Plain,-,0.004751,0.013146,0.000009,4
lenet,Activation_ReLU3,HE,13,0.040204,0.040066,0.000001,4
lenet,Activation_ReLU3,Plain,-,0.000078,0.000080,0.000000,4
lenet,Linear_256_120,HE,13,14.203604,48.031352,0.771135,4
lenet,Linear_256_120,Plain,-,0.000073,0.000237,0.000209,4
lenet,Activation_ReLU3,HE,13,0.039332,0.040226,0.000002,4
lenet,Activation_ReLU3,Plain,-,0.000013,0.000002,0.000000,4
lenet,Linear_120_84,HE,13,8.925582,26.126073,0.484713,4
lenet,Linear_120_84,Plain,-,0.000127,0.000062,0.000026,4
lenet,Activation_ReLU3,HE,13,0.058629,0.038004,0.000001,4
lenet,Activation_ReLU3,Plain,-,0.000002,0.000001,0.000000,4
lenet,Linear_84_10,HE,13,1.063672,24.694009,0.064094,4
lenet,Linear_84_10,Plain,-,0.000020,0.000034,0.000003,4
lenet,Conv2D_1_6_5_5,HE,13,2.139354,2.452219,0.006064,4
lenet,Conv2D_1_6_5_5,Plain,-,0.000450,0.001204,0.000001,4
lenet,Activation_ReLU3,HE,13,0.039340,0.039979,0.000006,4
lenet,Activation_ReLU3,Plain,-,0.000044,0.000036,0.000000,4
lenet,Conv2D_6_16_5_5,HE,13,4.022949,14.431611,0.006205,4
lenet,Conv2D_6_16_5_5,Plain,-,0.004748,0.013205,0.000009,4
lenet,Activation_ReLU3,HE,13,0.040634,0.040381,0.000001,4
lenet,Activation_ReLU3,Plain,-,0.000073,0.000072,0.000000,4
lenet,Linear_256_120,HE,13,14.112635,92.644055,0.790882,4
lenet,Linear_256_120,Plain,-,0.000068,0.000245,0.000214,4
lenet,Activation_ReLU3,HE,13,0.042301,0.043229,0.000001,4
lenet,Activation_ReLU3,Plain,-,0.000002,0.000003,0.000000,4
lenet,Linear_120_84,HE,13,8.459420,22.795741,0.499952,4
lenet,Linear_120_84,Plain,-,0.000026,0.000083,0.000069,4
lenet,Activation_ReLU3,HE,13,0.040515,0.040428,0.000001,4
lenet,Activation_ReLU3,Plain,-,0.000002,0.000017,0.000001,4
lenet,Linear_84_10,HE,13,1.068526,7.140484,0.058169,4
lenet,Linear_84_10,Plain,-,0.000005,0.000031,0.000003,4
audio1d,Conv2D_12_16_1_3,HE,13,0.849582,3.267791,0.005511,4
audio1d,Conv2D_12_16_1_3,Plain,-,0.000002,0.000002,0.000011,4
audio1d,Activation_ReLU3,HE,13,0.036692,0.037983,0.000002,4
audio1d,Activation_ReLU3,Plain,-,0.000055,0.000056,0.000000,4
audio1d,MaxPool1D_2,Plain,-,0.000031,0.000009,0.000001,4
audio1d,Conv2D_16_8_1_3,HE,13,0.973216,15.830788,0.005988,4
audio1d,Conv2D_16_8_1_3,Plain,-,0.000003,0.000003,0.000005,4
audio1d,Activation_ReLU3,HE,13,0.039649,0.040839,0.000001,4
audio1d,Activation_ReLU3,Plain,-,0.000090,0.000076,0.000000,4
audio1d,MaxPool1D_2,Plain,-,0.000042,0.000011,0.000001,4
audio1d,Flatten,HE,13,0.000002,0.000001,0.000000,4
audio1d,Flatten,Plain,-,0.000031,0.000020,0.000000,4
audio1d,Linear_2000_5,HE,13,0.693743,130.238286,0.032506,4
audio1d,Linear_2000_5,Plain,-,0.000035,0.000101,0.000073,4
audio1d,Activation_ReLU3,HE,13,0.040992,0.040759,0.000001,4
audio1d,Activation_ReLU3,Plain,-,0.000002,0.000001,0.000000,4
audio1d,Conv2D_12_16_1_3,HE,13,0.979653,3.290158,0.005482,4
audio1d,Conv2D_12_16_1_3,Plain,-,0.000004,0.000002,0.000013,4
audio1d,Activation_ReLU3,HE,13,0.036698,0.037882,0.000001,4
audio1d,Activation_ReLU3,Plain,-,0.000055,0.000055,0.000001,4
audio1d,MaxPool1D_2,Plain,-,0.000031,0.000009,0.000001,4
audio1d,Conv2D_16_8_1_3,HE,13,0.968678,4.251250,0.005521,4
audio1d,Conv2D_16_8_1_3,Plain,-,0.000002,0.000002,0.000009,4
audio1d,Activation_ReLU3,HE,13,0.036590,0.037953,0.000001,4
audio1d,Activation_ReLU3,Plain,-,0.000071,0.000074,0.000000,4
audio1d,MaxPool1D_2,Plain,-,0.000040,0.000011,0.000001,4
audio1d,Flatten,HE,13,0.000001,0.000001,0.000000,4
audio1d,Flatten,Plain,-,0.000030,0.000021,0.000000,4
audio1d,Linear_2000_5,HE,13,0.692439,118.310806,0.029498,4
audio1d,Linear_2000_5,Plain,-,0.000063,0.000071,0.000021,4
audio1d,Activation_ReLU3,HE,13,0.037084,0.038281,0.000001,4
audio1d,Activation_ReLU3,Plain,-,0.000001,0.000001,0.000000,4
bcwfc,Linear_64_32,HE,13,2.899117,8.614326,0.182511,4
bcwfc,Linear_64_32,Plain,-,0.000009,0.000018,0.000005,4
bcwfc,Activation_ReLU3,HE,13,0.036412,0.037704,0.000001,4
bcwfc,Activation_ReLU3,Plain,-,0.000009,0.000001,0.000000,4
bcwfc,Linear_32_16,HE,13,1.302596,3.885443,0.095343,4
bcwfc,Linear_32_16,Plain,-,0.000004,0.000010,0.000002,4
bcwfc,Activation_ReLU3,HE,13,0.040026,0.039984,0.000001,4
bcwfc,Activation_ReLU3,Plain,-,0.000001,0.000001,0.000000,4
bcwfc,Linear_16_10,HE,13,0.770973,2.140021,0.060202,4
bcwfc,Linear_16_10,Plain,-,0.000003,0.000014,0.000001,4
bcwfc,Linear_64_32,HE,13,2.984536,8.755583,0.182355,4
bcwfc,Linear_64_32,Plain,-,0.000009,0.000014,0.000005,4
bcwfc,Activation_ReLU3,HE,13,0.036297,0.037603,0.000001,4
bcwfc,Activation_ReLU3,Plain,-,0.000002,0.000001,0.000000,4
bcwfc,Linear_32_16,HE,13,1.316531,3.723772,0.091733,4
bcwfc,Linear_32_16,Plain,-,0.000004,0.000007,0.000002,4
bcwfc,Activation_ReLU3,HE,13,0.036319,0.037628,0.000001,4
bcwfc,Activation_ReLU3,Plain,-,0.000001,0.000010,0.000000,4
bcwfc,Linear_16_10,HE,13,0.736956,1.980750,0.057718,4
bcwfc,Linear_16_10,Plain,-,0.000005,0.000012,0.000001,4
mnistfc,Linear_784_128,HE,13,16.164016,104.669029,0.768164,4
mnistfc,Linear_784_128,Plain,-,0.000203,0.000511,0.000660,4
mnistfc,Activation_ReLU3,HE,13,0.036318,0.037657,0.000005,4
mnistfc,Activation_ReLU3,Plain,-,0.000002,0.000006,0.000000,4
mnistfc,Linear_128_32,HE,13,3.167057,13.855815,0.182335,4
mnistfc,Linear_128_32,Plain,-,0.000013,0.000031,0.000009,4
mnistfc,Activation_ReLU3,HE,13,0.036496,0.037771,0.000001,4
mnistfc,Activation_ReLU3,Plain,-,0.000002,0.000001,0.000000,4
mnistfc,Linear_32_10,HE,13,0.822197,3.102213,0.057501,4
mnistfc,Linear_32_10,Plain,-,0.000004,0.000010,0.000001,4
mnistfc,Linear_784_128,HE,13,35.001039,105.973462,1.179500,4
mnistfc,Linear_784_128,Plain,-,0.000305,0.001047,0.000804,4
mnistfc,Activation_ReLU3,HE,13,0.057198,0.058920,0.000001,4
mnistfc,Activation_ReLU3,Plain,-,0.000002,0.000008,0.000000,4
mnistfc,Linear_128_32,HE,13,3.534464,14.473777,0.180970,4
